text,label
 If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,notspam
is so sorry for letting her down,spam
 are you serious!? that bloooooows,spam
 Me. You. COUNTING CROWS! Table Mountain Casino Event Center (near Fresno). July 19. Are we there or are we there??,spam
"DW, that was funny",notspam
 So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me,notspam
aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,spam
ooo my goddddd; vodafone trouble. no network,spam
"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",notspam
 ur Mom just called. Guess NOT. C U @ 5,spam
I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),spam
i`m not feeling twitter at the moment,spam
"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",spam
_7 Wow that`s a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding,spam
I hate when you cant sleep,spam
 Edgefest!  or maybe  since you`re driving...,spam
" Here`s some healing/sleep energy, sweetie!",notspam
  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3,notspam
 Sorry bro  That`s rough.,spam
 Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,notspam
" GRR. we are only allowed gas grills where i live, it sucks.",spam
 Oh no....Sorry to hear that ....,spam
 That`s love.,notspam
" its definitely coming, hope ur ready!",notspam
i have so much homework  i think i am going to hide in a corner and cry.,spam
Sad that david is leaving tomoro. for a week.,spam
 a pleasure Bojan,notspam
Decaf isn`t cutting it right now.  ? http://blip.fm/~79g85,spam
" That sounds good, too!",notspam
_xo Today yeah,spam
It would be that Dover race that they played on Classic.,spam
Humidity is NOT my friend! Just ask my hair,spam
 I`m going to Vegas this summer,spam
_Advisor haha I`m just going to turn off these things...but then I can`t Tweet from my phone  stupid spammers!,spam
Kicking like crazy.,spam
 http://twitpic.com/5ut6j - Poor Thing,spam
"home, don`t feel like going to work tomorrow",spam
Day is going well so far. Meeting until 4 though.,notspam
 thank u sweetie! Can`t wait to set sail with u next week,notspam
Listening `Hallelujah` on Youtube. Leonard Cohen wins.  #xfactor,notspam
the weather is good mmm what to do today??? shame working tomorrow,spam
"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",notspam
"finished work @ midday, had kiddie dinner ... now have no get-up & go ... ah well it`s bank holiday!   #fb",spam
tMeme> My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac,spam
"Hmm, had first pizza in ages and feel a bit sick now  That`ll teach me!",spam
"My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...",spam
hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,notspam
But why do I have to spend it in the office,spam
Fort Greene Brooklyn Flea was lovely! - looking forward to next weekend already,notspam
" I can`t, I have an exam on wednesday",spam
 today was my first day,spam
"Need to get an adjustment, neck is all out of whack",spam
Omg Cliff Richard songs in my mind? Just why  lol,spam
" Wolfram`s got a Chinese Room problem: If Chinese (or Bangalorean) hackers can run it without knowing English, why should it?",spam
i`ve not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;),spam
Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!,spam
****`m transtelecom,spam
 You`re a good friend Dave.. we can wait!! Hope we dont have to wait too long though,notspam
Last time we`ll get tacos like this.,spam
 have you seen the game on the website?! awesomness!!! go on msn!,notspam
 where?  U magazine?,spam
" haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",notspam
  Great! I`m glad you enjoy them  I hope you have a GREAT day,notspam
Hmmm... he`s so lovely. I wish he was here now. I`m tired but can`t sleep,spam
" They lost me at US ending. ;) I, mean, I don`t eat #GreyPoupon or anything, but I prefer the bleaker original.",spam
 good morning! Got to be afternoon in Germany,notspam
Getting stressed over a sortie tomorrow. And like I am really really stress..,spam
"Bread in the oven, room cleaned... almost done with the things on the list for today",spam
_Stathamfans1  You sure are dedicated...Gotta love that!!!  Have a great & productive day,notspam
stuck here  ~*Lady*~,spam
"stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive  boy drivers ed should be fun this summer D:",spam
Leme put this bottle of ciroc in ya..Baby i can make you popular!!,notspam
live chat soooon most likely.,spam
"eating some breakfast at Panera Bread. boring cloudy weather, lil drizzle",spam
_kikireestl nooo. you were on my yahoo account. hmm. i wanna say b2k days. idk fo`sho,spam
" It`s not a reg gig yet, but hopefully it will be! Haven`t done massage in a while actually",spam
About 60 again todayy yayy!!!,spam
There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it`s plastic face and sides...,spam
in school w. linda doing nothing  ;i miss you,spam
Its weird being at the guy`s house without them here. I don`t like it,spam
Bit disappointed with The Killers On Jonathan Ross  He`s sexy as hell though,spam
 I didn`t even get a chance to shop @ Aldi!,spam
"_NZ busy,fun mother`s day thanks  got what I wanted...a Wii Fit!!! Yay",notspam
"I forgot, Happy Mom`s day.",notspam
In a really Good mood for absolutely no reason  tee her,notspam
Hmm I guess where the world is headed 2day....Lets make predictions,spam
so far I`ve tried to kill myself TWICE in the 15 mins I`ve been outside by tripping on stupid things.  I knew I should`ve stayed in bed.,spam
Loong day. In bed cuddling with papabear and watching south park. Yay my bday bbq tomorrow! Can`t wait,notspam
 my baby shut me down,spam
 i can still read `em...,spam
ah midday - great time for breakfast,notspam
 Wish I could go. Gotta work.,notspam
Spent the last 2 years largely ambivalent about s/w dev practices. Can feel care factor returning. Look out!,spam
I`m back from my first 5K running race   And still alive!,notspam
 curses upon the ridiculously slow internetz at work!  The dang image just now loaded...,spam
"Okay, so the only reason I`m not buying this app is because I hate EA and all that it stands for. SimCity rocks though.  http://is.gd/JpMM",spam
 have fun,notspam
At the wedding reception. Having more fun than I thought,notspam
"Just noticed the new sidebar on twitter.com, looks nice",notspam
 I`ll put your name on the list,spam
Good morning my fellow tweeters,notspam
 you know I love you.,notspam
I`m feeling higher than Mt Everest,notspam
Everyone is working tonight! I`m bored,spam
" If you had owned an *actual* cellphone, that would have been video, and called a 'QiK'",spam
Oh joy its gong to be a long weekebd... Yipee :*ï¿½ï,notspam
1:30am goin to sleeeeep,spam
 Report your findings to me,spam
" Hey!  It`s easy...Just type what you`re doing!  Just like facebook, but much simpler.  Have a good day!",notspam
Wondering how come mcdonalds take so long to deliver my food.,spam
" lmao...thats sad, kinda discourages me 4rom goin if the **** wack",spam
" Yup, but what they going do??? He`s the Mother Effin Champion!!!! LOL",spam
3oh!3 on the radio  they were amazing yesterday.,notspam
Im mad cuz i cant get any picture to work.,spam
 this is the worst,spam
my shoes hurt my feet,spam
 and i had our first fight,spam
Back to work!,spam
It`s a beautiful nice day and I`m stuck inside!,notspam
  you disappointed me,spam
"Aarg, looks like I have to go home to Vegas this weekend. So much for Maker Faire",spam
FAWXING CRAYONS,spam
 I`m so sorry to hear that you`re in the hospital.  Hope you`ll be better soon.,spam
a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?,spam
 Omg Beckky i love you! you should`ve won the 250G`s  i was rootin for you.. hows things going?,notspam
My birthday is now over.,spam
 thanks anyway,notspam
"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",spam
i ate so much,spam
"i always have 2 do xtra cleaning b4 leaving... so now were on da road  on 2 springhill suites, then cafe 360, yum!",spam
" i was think of something with a better view, but i am on a tight budget.",spam
 aww that sounds sad,spam
Car shopping with kacy yay,notspam
working the graveyard shift!,spam
my dad and i totally just rocked out to the offspring-pretty fly for a white guy. haha.,notspam
 Yup  On to Mother`s Day. Any plans for your birthday?,spam
Arg Exile still has that problem with Alt-Tabbing,spam
_**** R.I.P curls,spam
 A pretty black top with flowers in pink hues,notspam
 can you get catacombs ffrom the cinemas? i tried to get it from my local one a little while ago and theyh didn`t have it.,spam
 dr hook  awesome,notspam
 You are quite welcome Mr. Poole.,spam
http://xkcd.com/577/ - today`s xkcd  Looking forward to daily updates this week!,spam
 I know! I miss her...,spam
" It`s been raining the past few days but it was actually sunny today! Well, for a little while. Now it`s super cloudy!",spam
My younger sister flies in next week for a two week visit. So blessed to look forward to seeing family members visit.,spam
I have the biggest headache ever. My photosensitivity is getting OUT OF CONTROL!! Help.,spam
 What up? Why no tweets. Are you also filming in a place w/ no signal?  .Hmmm.,spam
 yeah whatever...in your twisted mind maybe! ;) LOL  ... oh wait that`s mine too!!,spam
you can see the coffee table again!! ...so when r u cominging  over 2 insult me into cleaning the rest of the house?,spam
 mine too,spam
" I`m mo nudge you again, better watch out!",spam
HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS FOR A WOMAN?? AM I EVER GOING TO SEE THE DAY! IM lonely yall!,spam
 URGHHHHHHHHHH your makeing me cry,spam
" absolutely tru...the horror of it still washes ovr me sometimes if i think  abt the actual last days, but the gd memories go on",spam
_marie:my heart goes out to you,spam
_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,notspam
 awww! you like anne curtis too tho rite?? it`s her soap thats gonna replace it!,spam
Now have windows 7 up and running....very very happy  it`s got sum wicked new features http://bit.ly/jyWnz,notspam
